,index,Filename,Style,Theme,Time,Train,Weight
25227,25227,nsmb_airship_day\sibl3_fJTds_22_0051.jpg,nsmb,airship,day,True,2.0245941933802953
428,428,smw_sky_day\zXXtMhjoOCU_9_0056.jpg,smw,sky,day,True,0.6208494030072771
30855,30855,menu\ZtVdrcXYDzQ_4_0109.jpg,menu,,,False,1.0
31905,31905,smw_grass_night\YuVG3cVdCEA_5_0064.jpg,smw,grass,night,False,1.0
14904,14904,smb1_ice_night\zXXtMhjoOCU_5_0528.jpg,smb1,ice,night,True,0.8370604270092479
34142,34142,menu\asAgPrbyePY_4_0155.jpg,menu,,,False,1.0
18886,18886,sm3dw_ghosthouse_day\-mXxAMAA6-Y_12_0035.jpg,sm3dw,ghosthouse,day,True,0.8276386143495679
35829,35829,smb3_desert_night\-mXxAMAA6-Y_8_0789.jpg,smb3,desert,night,False,1.0
19811,19811,smb1_grass_night\sibl3_fJTds_0_0059.jpg,smb1,grass,night,True,0.7662255921126964
6692,6692,smb3_jungle_night\h082aQwtlR4_5_0562.jpg,smb3,jungle,night,True,1.181297693812866
6438,6438,smb3_jungle_night\h082aQwtlR4_5_0308.jpg,smb3,jungle,night,True,1.181297693812866
34144,34144,menu\asAgPrbyePY_4_0157.jpg,menu,,,False,1.0
27110,27110,smw_jungle_day\-mXxAMAA6-Y_14_0040.jpg,smw,jungle,day,True,0.8758082891385972
6759,6759,smb3_jungle_night\h082aQwtlR4_5_0629.jpg,smb3,jungle,night,True,1.181297693812866
12693,12693,menu\Ejn1M5ai_iI_2_0053.jpg,menu,,,True,1.3228280864947417
20676,20676,sm3dw_underground_day\8y54Wlsyte8_14_0073.jpg,sm3dw,underground,day,True,0.6813971040761194
25066,25066,nsmb_castle_day\0ZI1hJ2Kalo_9_0045.jpg,nsmb,castle,day,True,1.648249661736454
28766,28766,smb3_desert_day\-mXxAMAA6-Y_7_0139.jpg,smb3,desert,day,True,0.7350127820986567
19935,19935,smw_desert_day\8y54Wlsyte8_2_0021.jpg,smw,desert,day,True,0.380906124352441
31248,31248,nsmb_underground_night\yrh5IKPiNZs_14_0060.jpg,nsmb,underground,night,False,1.0
34521,34521,nsmb_sky_night\8y54Wlsyte8_13_0312.jpg,nsmb,sky,night,False,1.0
30733,30733,nsmb_jungle_night\bCG_Ex7g9nE_8_0107.jpg,nsmb,jungle,night,False,1.0
5505,5505,smw_ice_day\sibl3_fJTds_13_0038.jpg,smw,ice,day,True,0.5938825977433875
12340,12340,smb1_desert_day\zXXtMhjoOCU_12_0021.jpg,smb1,desert,day,True,0.7680699921763864
6276,6276,smb3_jungle_night\h082aQwtlR4_5_0146.jpg,smb3,jungle,night,True,1.181297693812866
29680,29680,smb3_jungle_night\yrh5IKPiNZs_18_0465.jpg,smb3,jungle,night,False,1.0
35007,35007,menu\jI023XwCR04_0_0128.jpg,menu,,,False,1.0
22680,22680,menu\Ejn1M5ai_iI_10_0280.jpg,menu,,,True,1.3228280864947417
26299,26299,smb1_desert_day\ZtVdrcXYDzQ_8_0035.jpg,smb1,desert,day,True,0.7680699921763864
19613,19613,smb1_jungle_day\yrh5IKPiNZs_4_0011.jpg,smb1,jungle,day,True,1.7660048573130427
16864,16864,smw_sky_day\6kj1CljrOSs_9_0034.jpg,smw,sky,day,True,0.6208494030072771
31562,31562,menu\QmVPmh10FVE_10_0011.jpg,menu,,,False,1.0
8608,8608,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0573.jpg,smb3,ghosthouse,night,True,1.3941627436076967
32503,32503,nsmb_grass_day\bCG_Ex7g9nE_9_0005.jpg,nsmb,grass,day,False,1.0
18792,18792,smb1_grass_night\bCG_Ex7g9nE_5_0121.jpg,smb1,grass,night,True,0.7662255921126964
12189,12189,smw_grass_night\asAgPrbyePY_0_0028.jpg,smw,grass,night,True,0.379991437817136
29409,29409,smb3_jungle_night\yrh5IKPiNZs_18_0194.jpg,smb3,jungle,night,False,1.0
25590,25590,sm3dw_ice_day\Ejn1M5ai_iI_8_0086.jpg,sm3dw,ice,day,True,0.47553028005024095
20363,20363,smw_ghosthouse_night\6kj1CljrOSs_7_0242.jpg,smw,ghosthouse,night,True,0.7224978127154451
36066,36066,smb3_desert_night\-mXxAMAA6-Y_8_1026.jpg,smb3,desert,night,False,1.0
15114,15114,smb1_underwater_day\ZtVdrcXYDzQ_12_0078.jpg,smb1,underwater,day,True,0.7414995901944197
23175,23175,smb1_jungle_night\f6ouZR_ORgo_1_0415.jpg,smb1,jungle,night,True,1.234426573989902
35111,35111,smb3_desert_night\-mXxAMAA6-Y_8_0071.jpg,smb3,desert,night,False,1.0
4297,4297,smb3_grass_day\zXXtMhjoOCU_7_0027.jpg,smb3,grass,day,True,1.0490045659235856
935,935,nsmb_airship_night\sibl3_fJTds_23_0303.jpg,nsmb,airship,night,True,1.4151789353834578
23589,23589,smb3_airship_night\bCG_Ex7g9nE_10_0198.jpg,smb3,airship,night,True,1.2007242129203555
8066,8066,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0031.jpg,smb3,ghosthouse,night,True,1.3941627436076967
2766,2766,smb3_underwater_day\-mXxAMAA6-Y_15_0018.jpg,smb3,underwater,day,True,0.7095859521467321
8705,8705,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0670.jpg,smb3,ghosthouse,night,True,1.3941627436076967
9657,9657,smb3_desert_day\YuVG3cVdCEA_7_0074.jpg,smb3,desert,day,True,0.7350127820986567
6700,6700,smb3_jungle_night\h082aQwtlR4_5_0570.jpg,smb3,jungle,night,True,1.181297693812866
20349,20349,smw_ghosthouse_night\6kj1CljrOSs_7_0228.jpg,smw,ghosthouse,night,True,0.7224978127154451
13367,13367,nsmb_ghosthouse_night\zXXtMhjoOCU_1_0102.jpg,nsmb,ghosthouse,night,True,1.6431664540614124
28778,28778,smb3_desert_day\-mXxAMAA6-Y_7_0151.jpg,smb3,desert,day,True,0.7350127820986567
32961,32961,smb1_grass_day\ZtVdrcXYDzQ_5_0061.jpg,smb1,grass,day,False,1.0
27173,27173,menu\uSdL2GGk7cY_4_0049.jpg,menu,,,True,1.3228280864947417
16849,16849,smw_sky_day\6kj1CljrOSs_9_0019.jpg,smw,sky,day,True,0.6208494030072771
33541,33541,smw_ghosthouse_day\h082aQwtlR4_12_0036.jpg,smw,ghosthouse,day,False,1.0
26755,26755,smb3_jungle_day\-mXxAMAA6-Y_0_0148.jpg,smb3,jungle,day,True,1.6899972093628004
23523,23523,smb3_airship_night\bCG_Ex7g9nE_10_0132.jpg,smb3,airship,night,True,1.2007242129203555
18104,18104,sm3dw_castle_day\jI023XwCR04_15_0032.jpg,sm3dw,castle,day,True,0.5803039795246749
8978,8978,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0943.jpg,smb3,ghosthouse,night,True,1.3941627436076967
7641,7641,menu\8y54Wlsyte8_6_0056.jpg,menu,,,True,1.3228280864947417
33963,33963,smb1_grass_night\sibl3_fJTds_4_0126.jpg,smb1,grass,night,False,1.0
31992,31992,sm3dw_sky_day\sibl3_fJTds_10_0051.jpg,sm3dw,sky,day,False,1.0
14440,14440,smb1_ice_night\zXXtMhjoOCU_5_0064.jpg,smb1,ice,night,True,0.8370604270092479
25640,25640,menu\zXXtMhjoOCU_6_0024.jpg,menu,,,True,1.3228280864947417
14420,14420,smb1_ice_night\zXXtMhjoOCU_5_0044.jpg,smb1,ice,night,True,0.8370604270092479
26092,26092,nsmb_ice_night\zXXtMhjoOCU_0_0074.jpg,nsmb,ice,night,True,0.9441021606792226
15086,15086,smb1_underwater_day\ZtVdrcXYDzQ_12_0050.jpg,smb1,underwater,day,True,0.7414995901944197
28183,28183,menu\8y54Wlsyte8_10_0059.jpg,menu,,,True,1.3228280864947417
24036,24036,smw_castle_day\6kj1CljrOSs_0_0029.jpg,smw,castle,day,True,0.7247328914670338
24163,24163,nsmb_underground_night\yrh5IKPiNZs_15_0127.jpg,nsmb,underground,night,True,1.3528233747194023
14236,14236,smb1_ice_day\asAgPrbyePY_8_0035.jpg,smb1,ice,day,True,1.1975218381639878
12143,12143,smb1_sky_day\YuVG3cVdCEA_4_0145.jpg,smb1,sky,day,True,1.2518984747782453
31448,31448,sm3dw_grass_day\Xtg_BIX3E78_5_0020.jpg,sm3dw,grass,day,False,1.0
3871,3871,nsmb_underground_night\yrh5IKPiNZs_12_0128.jpg,nsmb,underground,night,True,1.3528233747194023
34853,34853,smb1_underground_day\0ZI1hJ2Kalo_11_0024.jpg,smb1,underground,day,False,1.0
18876,18876,sm3dw_ghosthouse_day\-mXxAMAA6-Y_12_0025.jpg,sm3dw,ghosthouse,day,True,0.8276386143495679
5464,5464,sm3dw_grass_day\YuVG3cVdCEA_2_0025.jpg,sm3dw,grass,day,True,0.4352893275588893
4325,4325,nsmb_airship_day\yrh5IKPiNZs_21_0008.jpg,nsmb,airship,day,True,2.0245941933802953
23133,23133,smb1_jungle_night\f6ouZR_ORgo_1_0373.jpg,smb1,jungle,night,True,1.234426573989902
26279,26279,smb1_desert_day\ZtVdrcXYDzQ_8_0015.jpg,smb1,desert,day,True,0.7680699921763864
34918,34918,menu\jI023XwCR04_0_0039.jpg,menu,,,False,1.0
12494,12494,smw_sky_day\zXXtMhjoOCU_3_0036.jpg,smw,sky,day,True,0.6208494030072771
26091,26091,nsmb_ice_night\zXXtMhjoOCU_0_0073.jpg,nsmb,ice,night,True,0.9441021606792226
12522,12522,smw_sky_day\zXXtMhjoOCU_3_0064.jpg,smw,sky,day,True,0.6208494030072771
13457,13457,nsmb_ghosthouse_night\zXXtMhjoOCU_1_0192.jpg,nsmb,ghosthouse,night,True,1.6431664540614124
14795,14795,smb1_ice_night\zXXtMhjoOCU_5_0419.jpg,smb1,ice,night,True,0.8370604270092479
20605,20605,sm3dw_underground_day\8y54Wlsyte8_14_0002.jpg,sm3dw,underground,day,True,0.6813971040761194
14526,14526,smb1_ice_night\zXXtMhjoOCU_5_0150.jpg,smb1,ice,night,True,0.8370604270092479
9139,9139,smb3_ghosthouse_night\-mXxAMAA6-Y_18_1104.jpg,smb3,ghosthouse,night,True,1.3941627436076967
4599,4599,menu\f6ouZR_ORgo_0_0032.jpg,menu,,,True,1.3228280864947417
34690,34690,nsmb_desert_night\6kj1CljrOSs_4_0061.jpg,nsmb,desert,night,False,1.0
19522,19522,sm3dw_ice_day\h082aQwtlR4_7_0090.jpg,sm3dw,ice,day,True,0.47553028005024095
22089,22089,menu\Xtg_BIX3E78_10_0284.jpg,menu,,,True,1.3228280864947417
29116,29116,smb1_underground_day\sibl3_fJTds_3_0019.jpg,smb1,underground,day,False,1.0
32619,32619,sm3dw_castle_day\asAgPrbyePY_2_0101.jpg,sm3dw,castle,day,False,1.0
31976,31976,sm3dw_sky_day\sibl3_fJTds_10_0035.jpg,sm3dw,sky,day,False,1.0
11043,11043,menu\jI023XwCR04_2_0080.jpg,menu,,,True,1.3228280864947417
11767,11767,sm3dw_desert_day\0ZI1hJ2Kalo_8_0024.jpg,sm3dw,desert,day,True,0.3049969752850617
24519,24519,smb1_ghosthouse_night\jI023XwCR04_10_0123.jpg,smb1,ghosthouse,night,True,1.4568652323540725
20067,20067,sm3dw_desert_day\bCG_Ex7g9nE_0_0036.jpg,sm3dw,desert,day,True,0.3049969752850617
14911,14911,smb1_ice_night\zXXtMhjoOCU_5_0535.jpg,smb1,ice,night,True,0.8370604270092479
9628,9628,smb3_desert_day\YuVG3cVdCEA_7_0045.jpg,smb3,desert,day,True,0.7350127820986567
8598,8598,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0563.jpg,smb3,ghosthouse,night,True,1.3941627436076967
33613,33613,sm3dw_ghosthouse_day\QmVPmh10FVE_0_0016.jpg,sm3dw,ghosthouse,day,False,1.0
21798,21798,smw_ghosthouse_day\6kj1CljrOSs_6_0057.jpg,smw,ghosthouse,day,True,1.033625388126133
31772,31772,menu\QmVPmh10FVE_10_0221.jpg,menu,,,False,1.0
34422,34422,nsmb_sky_night\8y54Wlsyte8_13_0213.jpg,nsmb,sky,night,False,1.0
7593,7593,menu\8y54Wlsyte8_6_0008.jpg,menu,,,True,1.3228280864947417
4284,4284,smb3_grass_day\zXXtMhjoOCU_7_0014.jpg,smb3,grass,day,True,1.0490045659235856
16014,16014,smb1_underwater_day\ZtVdrcXYDzQ_12_0978.jpg,smb1,underwater,day,True,0.7414995901944197
11139,11139,menu\jI023XwCR04_2_0176.jpg,menu,,,True,1.3228280864947417
31572,31572,menu\QmVPmh10FVE_10_0021.jpg,menu,,,False,1.0
20989,20989,sm3dw_grass_day\8y54Wlsyte8_3_0008.jpg,sm3dw,grass,day,True,0.4352893275588893
17164,17164,sm3dw_castle_day\8y54Wlsyte8_0_0032.jpg,sm3dw,castle,day,True,0.5803039795246749
20869,20869,sm3dw_ice_day\6kj1CljrOSs_3_0072.jpg,sm3dw,ice,day,True,0.47553028005024095
27160,27160,menu\uSdL2GGk7cY_4_0036.jpg,menu,,,True,1.3228280864947417
4826,4826,smw_grass_day\QmVPmh10FVE_5_0004.jpg,smw,grass,day,True,0.5436262788425023
30078,30078,nsmb_jungle_night\sibl3_fJTds_21_0203.jpg,nsmb,jungle,night,False,1.0
32627,32627,sm3dw_castle_day\asAgPrbyePY_2_0109.jpg,sm3dw,castle,day,False,1.0
32440,32440,smb3_underground_day\jI023XwCR04_4_0049.jpg,smb3,underground,day,False,1.0
14748,14748,smb1_ice_night\zXXtMhjoOCU_5_0372.jpg,smb1,ice,night,True,0.8370604270092479
25868,25868,menu\zXXtMhjoOCU_6_0252.jpg,menu,,,True,1.3228280864947417
8650,8650,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0615.jpg,smb3,ghosthouse,night,True,1.3941627436076967
6321,6321,smb3_jungle_night\h082aQwtlR4_5_0191.jpg,smb3,jungle,night,True,1.181297693812866
9229,9229,sm3dw_castle_day\YuVG3cVdCEA_3_0025.jpg,sm3dw,castle,day,True,0.5803039795246749
10930,10930,menu\jI023XwCR04_21_0237.jpg,menu,,,True,1.3228280864947417
14021,14021,smb1_sky_day\jI023XwCR04_20_0088.jpg,smb1,sky,day,True,1.2518984747782453
11771,11771,sm3dw_desert_day\0ZI1hJ2Kalo_8_0028.jpg,sm3dw,desert,day,True,0.3049969752850617
24555,24555,smb1_ghosthouse_night\jI023XwCR04_10_0159.jpg,smb1,ghosthouse,night,True,1.4568652323540725
20882,20882,sm3dw_ice_day\6kj1CljrOSs_3_0085.jpg,sm3dw,ice,day,True,0.47553028005024095
22860,22860,smb1_jungle_night\f6ouZR_ORgo_1_0100.jpg,smb1,jungle,night,True,1.234426573989902
30623,30623,smb1_desert_day\Ejn1M5ai_iI_6_0107.jpg,smb1,desert,day,False,1.0
1001,1001,nsmb_airship_night\sibl3_fJTds_23_0369.jpg,nsmb,airship,night,True,1.4151789353834578
14528,14528,smb1_ice_night\zXXtMhjoOCU_5_0152.jpg,smb1,ice,night,True,0.8370604270092479
34448,34448,nsmb_sky_night\8y54Wlsyte8_13_0239.jpg,nsmb,sky,night,False,1.0
1050,1050,nsmb_airship_night\sibl3_fJTds_23_0418.jpg,nsmb,airship,night,True,1.4151789353834578
32318,32318,nsmb_grass_day\sibl3_fJTds_14_0197.jpg,nsmb,grass,day,False,1.0
25487,25487,sm3dw_sky_day\sibl3_fJTds_8_0083.jpg,sm3dw,sky,day,True,0.4971229862651126
34867,34867,smb1_underground_day\0ZI1hJ2Kalo_11_0038.jpg,smb1,underground,day,False,1.0
19407,19407,nsmb_underground_night\yrh5IKPiNZs_8_0095.jpg,nsmb,underground,night,True,1.3528233747194023
8645,8645,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0610.jpg,smb3,ghosthouse,night,True,1.3941627436076967
25567,25567,sm3dw_ice_day\Ejn1M5ai_iI_8_0063.jpg,sm3dw,ice,day,True,0.47553028005024095
19229,19229,menu\ZtVdrcXYDzQ_2_0277.jpg,menu,,,True,1.3228280864947417
18301,18301,menu\f6ouZR_ORgo_5_0184.jpg,menu,,,True,1.3228280864947417
33418,33418,nsmb_underground_day\yrh5IKPiNZs_7_0014.jpg,nsmb,underground,day,False,1.0
14326,14326,smb1_ice_day\asAgPrbyePY_8_0125.jpg,smb1,ice,day,True,1.1975218381639878
13891,13891,nsmb_castle_day\sibl3_fJTds_5_0110.jpg,nsmb,castle,day,True,1.648249661736454
3444,3444,menu\jI023XwCR04_21_0160.jpg,menu,,,True,1.3228280864947417
32386,32386,nsmb_grass_day\sibl3_fJTds_14_0265.jpg,nsmb,grass,day,False,1.0
13561,13561,nsmb_ghosthouse_night\zXXtMhjoOCU_1_0296.jpg,nsmb,ghosthouse,night,True,1.6431664540614124
12625,12625,nsmb_grass_day\asAgPrbyePY_6_0005.jpg,nsmb,grass,day,True,1.2363614798818052
22528,22528,menu\Ejn1M5ai_iI_10_0128.jpg,menu,,,True,1.3228280864947417
17565,17565,nsmb_grass_day\sibl3_fJTds_7_0047.jpg,nsmb,grass,day,True,1.2363614798818052
11813,11813,sm3dw_desert_day\0ZI1hJ2Kalo_8_0070.jpg,sm3dw,desert,day,True,0.3049969752850617
2651,2651,smw_ice_day\sibl3_fJTds_17_0059.jpg,smw,ice,day,True,0.5938825977433875
19470,19470,sm3dw_ice_day\h082aQwtlR4_7_0038.jpg,sm3dw,ice,day,True,0.47553028005024095
21612,21612,smw_sky_day\asAgPrbyePY_3_0008.jpg,smw,sky,day,True,0.6208494030072771
456,456,sm3dw_castle_day\0ZI1hJ2Kalo_12_0022.jpg,sm3dw,castle,day,True,0.5803039795246749
9888,9888,smb1_grass_day\bCG_Ex7g9nE_7_0016.jpg,smb1,grass,day,True,1.096183560837417
23702,23702,smb3_airship_night\bCG_Ex7g9nE_10_0311.jpg,smb3,airship,night,True,1.2007242129203555
12408,12408,smb1_desert_day\zXXtMhjoOCU_12_0089.jpg,smb1,desert,day,True,0.7680699921763864
19820,19820,smb1_grass_night\sibl3_fJTds_0_0068.jpg,smb1,grass,night,True,0.7662255921126964
2625,2625,smw_ice_day\sibl3_fJTds_17_0033.jpg,smw,ice,day,True,0.5938825977433875
11293,11293,smb3_ghosthouse_day\QmVPmh10FVE_1_0006.jpg,smb3,ghosthouse,day,True,1.9945278471591064
15441,15441,smb1_underwater_day\ZtVdrcXYDzQ_12_0405.jpg,smb1,underwater,day,True,0.7414995901944197
6959,6959,smb3_jungle_night\h082aQwtlR4_5_0829.jpg,smb3,jungle,night,True,1.181297693812866
26186,26186,nsmb_ice_night\zXXtMhjoOCU_0_0168.jpg,nsmb,ice,night,True,0.9441021606792226
17627,17627,nsmb_grass_day\sibl3_fJTds_7_0109.jpg,nsmb,grass,day,True,1.2363614798818052
18666,18666,menu\Ejn1M5ai_iI_7_0289.jpg,menu,,,True,1.3228280864947417
5631,5631,smw_castle_day\jI023XwCR04_18_0015.jpg,smw,castle,day,True,0.7247328914670338
22069,22069,menu\Xtg_BIX3E78_10_0264.jpg,menu,,,True,1.3228280864947417
19446,19446,sm3dw_ice_day\h082aQwtlR4_7_0014.jpg,sm3dw,ice,day,True,0.47553028005024095
6484,6484,smb3_jungle_night\h082aQwtlR4_5_0354.jpg,smb3,jungle,night,True,1.181297693812866
34150,34150,menu\asAgPrbyePY_4_0163.jpg,menu,,,False,1.0
6116,6116,smb1_underground_day\f6ouZR_ORgo_4_0137.jpg,smb1,underground,day,True,1.7159536349749198
25544,25544,sm3dw_ice_day\Ejn1M5ai_iI_8_0040.jpg,sm3dw,ice,day,True,0.47553028005024095
26438,26438,nsmb_castle_day\-mXxAMAA6-Y_13_0011.jpg,nsmb,castle,day,True,1.648249661736454
15996,15996,smb1_underwater_day\ZtVdrcXYDzQ_12_0960.jpg,smb1,underwater,day,True,0.7414995901944197
17155,17155,sm3dw_castle_day\8y54Wlsyte8_0_0023.jpg,sm3dw,castle,day,True,0.5803039795246749
23915,23915,smb3_airship_night\bCG_Ex7g9nE_10_0524.jpg,smb3,airship,night,True,1.2007242129203555
22519,22519,menu\Ejn1M5ai_iI_10_0119.jpg,menu,,,True,1.3228280864947417
13910,13910,nsmb_castle_day\sibl3_fJTds_5_0129.jpg,nsmb,castle,day,True,1.648249661736454
25584,25584,sm3dw_ice_day\Ejn1M5ai_iI_8_0080.jpg,sm3dw,ice,day,True,0.47553028005024095
20226,20226,smw_ghosthouse_night\6kj1CljrOSs_7_0105.jpg,smw,ghosthouse,night,True,0.7224978127154451
16454,16454,nsmb_airship_night\jI023XwCR04_12_0074.jpg,nsmb,airship,night,True,1.4151789353834578
19660,19660,smb1_jungle_day\yrh5IKPiNZs_4_0058.jpg,smb1,jungle,day,True,1.7660048573130427
6578,6578,smb3_jungle_night\h082aQwtlR4_5_0448.jpg,smb3,jungle,night,True,1.181297693812866
34742,34742,nsmb_desert_night\6kj1CljrOSs_4_0113.jpg,nsmb,desert,night,False,1.0
33561,33561,smw_ghosthouse_day\h082aQwtlR4_12_0056.jpg,smw,ghosthouse,day,False,1.0
9118,9118,smb3_ghosthouse_night\-mXxAMAA6-Y_18_1083.jpg,smb3,ghosthouse,night,True,1.3941627436076967
525,525,smb3_airship_night\ZtVdrcXYDzQ_10_0046.jpg,smb3,airship,night,True,1.2007242129203555
35420,35420,smb3_desert_night\-mXxAMAA6-Y_8_0380.jpg,smb3,desert,night,False,1.0
36082,36082,smb3_desert_night\-mXxAMAA6-Y_8_1042.jpg,smb3,desert,night,False,1.0
28230,28230,menu\8y54Wlsyte8_10_0106.jpg,menu,,,True,1.3228280864947417
12857,12857,menu\Ejn1M5ai_iI_2_0217.jpg,menu,,,True,1.3228280864947417
4142,4142,smw_desert_day\0ZI1hJ2Kalo_7_0056.jpg,smw,desert,day,True,0.380906124352441
21130,21130,nsmb_ice_night\zXXtMhjoOCU_2_0121.jpg,nsmb,ice,night,True,0.9441021606792226
15861,15861,smb1_underwater_day\ZtVdrcXYDzQ_12_0825.jpg,smb1,underwater,day,True,0.7414995901944197
22283,22283,nsmb_underground_day\yrh5IKPiNZs_10_0121.jpg,nsmb,underground,day,True,1.9353866006943483
12352,12352,smb1_desert_day\zXXtMhjoOCU_12_0033.jpg,smb1,desert,day,True,0.7680699921763864
12331,12331,smb1_desert_day\zXXtMhjoOCU_12_0012.jpg,smb1,desert,day,True,0.7680699921763864
22308,22308,nsmb_underground_day\yrh5IKPiNZs_10_0146.jpg,nsmb,underground,day,True,1.9353866006943483
20278,20278,smw_ghosthouse_night\6kj1CljrOSs_7_0157.jpg,smw,ghosthouse,night,True,0.7224978127154451
20334,20334,smw_ghosthouse_night\6kj1CljrOSs_7_0213.jpg,smw,ghosthouse,night,True,0.7224978127154451
15364,15364,smb1_underwater_day\ZtVdrcXYDzQ_12_0328.jpg,smb1,underwater,day,True,0.7414995901944197
30881,30881,menu\ZtVdrcXYDzQ_4_0135.jpg,menu,,,False,1.0
13136,13136,smb1_grass_night\sibl3_fJTds_2_0086.jpg,smb1,grass,night,True,0.7662255921126964
19865,19865,smb1_grass_night\sibl3_fJTds_0_0113.jpg,smb1,grass,night,True,0.7662255921126964
28612,28612,nsmb_castle_day\bCG_Ex7g9nE_2_0158.jpg,nsmb,castle,day,True,1.648249661736454
34384,34384,nsmb_sky_night\8y54Wlsyte8_13_0175.jpg,nsmb,sky,night,False,1.0
1254,1254,smb1_underground_day\f6ouZR_ORgo_3_0026.jpg,smb1,underground,day,True,1.7159536349749198
20898,20898,sm3dw_ice_day\6kj1CljrOSs_3_0101.jpg,sm3dw,ice,day,True,0.47553028005024095
7605,7605,menu\8y54Wlsyte8_6_0020.jpg,menu,,,True,1.3228280864947417
5698,5698,smw_castle_day\jI023XwCR04_18_0082.jpg,smw,castle,day,True,0.7247328914670338
27592,27592,menu\YuVG3cVdCEA_1_0008.jpg,menu,,,True,1.3228280864947417
28722,28722,smb3_desert_day\-mXxAMAA6-Y_7_0095.jpg,smb3,desert,day,True,0.7350127820986567
25651,25651,menu\zXXtMhjoOCU_6_0035.jpg,menu,,,True,1.3228280864947417
25442,25442,sm3dw_sky_day\sibl3_fJTds_8_0038.jpg,sm3dw,sky,day,True,0.4971229862651126
13898,13898,nsmb_castle_day\sibl3_fJTds_5_0117.jpg,nsmb,castle,day,True,1.648249661736454
13702,13702,menu\0ZI1hJ2Kalo_5_0071.jpg,menu,,,True,1.3228280864947417
17374,17374,nsmb_underground_night\yrh5IKPiNZs_11_0092.jpg,nsmb,underground,night,True,1.3528233747194023
24874,24874,smb1_ghosthouse_night\jI023XwCR04_10_0478.jpg,smb1,ghosthouse,night,True,1.4568652323540725
12506,12506,smw_sky_day\zXXtMhjoOCU_3_0048.jpg,smw,sky,day,True,0.6208494030072771
27054,27054,smw_grass_night\Xtg_BIX3E78_4_0077.jpg,smw,grass,night,True,0.379991437817136
7750,7750,menu\bCG_Ex7g9nE_6_0075.jpg,menu,,,True,1.3228280864947417
13788,13788,nsmb_castle_day\sibl3_fJTds_5_0007.jpg,nsmb,castle,day,True,1.648249661736454
400,400,smw_sky_day\zXXtMhjoOCU_9_0028.jpg,smw,sky,day,True,0.6208494030072771
4890,4890,sm3dw_ice_day\uSdL2GGk7cY_0_0050.jpg,sm3dw,ice,day,True,0.47553028005024095
13223,13223,smw_grass_day\asAgPrbyePY_10_0005.jpg,smw,grass,day,True,0.5436262788425023
4491,4491,smb1_sky_day\0ZI1hJ2Kalo_0_0097.jpg,smb1,sky,day,True,1.2518984747782453
29924,29924,nsmb_jungle_night\sibl3_fJTds_21_0049.jpg,nsmb,jungle,night,False,1.0
28638,28638,smb3_desert_day\-mXxAMAA6-Y_7_0011.jpg,smb3,desert,day,True,0.7350127820986567
17375,17375,nsmb_underground_night\yrh5IKPiNZs_11_0093.jpg,nsmb,underground,night,True,1.3528233747194023
18086,18086,sm3dw_castle_day\jI023XwCR04_15_0014.jpg,sm3dw,castle,day,True,0.5803039795246749
19811,19811,smb1_grass_night\sibl3_fJTds_0_0059.jpg,smb1,grass,night,True,0.7662255921126964
32411,32411,smb3_underground_day\jI023XwCR04_4_0020.jpg,smb3,underground,day,False,1.0
34952,34952,menu\jI023XwCR04_0_0073.jpg,menu,,,False,1.0
34352,34352,nsmb_sky_night\8y54Wlsyte8_13_0143.jpg,nsmb,sky,night,False,1.0
20942,20942,sm3dw_ice_day\6kj1CljrOSs_3_0145.jpg,sm3dw,ice,day,True,0.47553028005024095
13079,13079,smb1_grass_night\sibl3_fJTds_2_0029.jpg,smb1,grass,night,True,0.7662255921126964
15626,15626,smb1_underwater_day\ZtVdrcXYDzQ_12_0590.jpg,smb1,underwater,day,True,0.7414995901944197
5077,5077,smw_castle_night\-mXxAMAA6-Y_1_0053.jpg,smw,castle,night,True,0.5065838503030027
11824,11824,sm3dw_desert_day\0ZI1hJ2Kalo_8_0081.jpg,sm3dw,desert,day,True,0.3049969752850617
1180,1180,smb3_underground_day\jI023XwCR04_8_0128.jpg,smb3,underground,day,True,1.6421001575928964
18634,18634,menu\Ejn1M5ai_iI_7_0257.jpg,menu,,,True,1.3228280864947417
28968,28968,smw_castle_day\-mXxAMAA6-Y_11_0011.jpg,smw,castle,day,False,1.0
17884,17884,sm3dw_grass_day\h082aQwtlR4_11_0024.jpg,sm3dw,grass,day,True,0.4352893275588893
4054,4054,smb1_grass_day\Xtg_BIX3E78_2_0026.jpg,smb1,grass,day,True,1.096183560837417
7281,7281,smb3_jungle_day\jI023XwCR04_5_0141.jpg,smb3,jungle,day,True,1.6899972093628004
35671,35671,smb3_desert_night\-mXxAMAA6-Y_8_0631.jpg,smb3,desert,night,False,1.0
32865,32865,nsmb_grass_day\8y54Wlsyte8_7_0130.jpg,nsmb,grass,day,False,1.0
13257,13257,smw_castle_day\Xtg_BIX3E78_3_0021.jpg,smw,castle,day,True,0.7247328914670338
